ID	Type	JName	EName	Value
673.ID	-	《ウィンドボウ》	<Wind Bow>	0
672.ID	-	秘宝	secret treasure	0
671.ID	-	原子爆弾『Cat's Cradle』	nuclear bomb	0
670.ID	-	お絵かきセット(荷車)	canvas	0
669.ID	-	絵画(荷車)	art	0
668.ID	-	レイチェルの絵本	book	0
667.ID	-	妹が愛を込めて作ったお弁当	sister's love fueled lunch	0
666.ID	statue	ルルウィ像	Lulwy	0
665.ID	statue	オパートス像	Opatos	0
664.ID	-	スピードの指輪	speed ring	0
663.ID	-	モンスターハート	monster heart	0
662.ID	-	マジックフルーツ	magic fruit	0
661.ID	-	《ダル=イ=サリオン》	<Dal-i-thalion>	0
660.ID	spellbook	暗黒の矢の魔法書	darkness arrow	0
659.ID	-	パーティション	partition	0
658.ID	-	提灯	chochin	0
657.ID	-	東洋の窓	eastern window	0
656.ID	-	灯篭	eastern lamp	0
655.ID	-	英雄チーズ	hero cheese	0
654.ID	-	ダブルベッド	double bed	0
653.ID	-	廃品	junk	0
652.ID	-	シンク	sink	0
651.ID	-	名工食器棚	craft cupboard	0
650.ID	-	トイレ	toilet	0
649.ID	-	フェンス付き花壇	flowerbed	0
648.ID	-	ソファー	sofa	0
647.ID	-	黒板	black board	0
646.ID	-	メニューボード	menu board	0
645.ID	-	王様箪笥	king drawer	0
644.ID	-	カーテン付きの窓	decorated window	0
643.ID	-	布団	eastern bed	0
642.ID	-	米俵	rice barrel	0
641.ID	-	クーラーボックス	cooler box	0
640.ID	-	ユニコーンの角	unicorn horn	0
639.ID	-	幸運のリンゴ	happy apple	0
638.ID	scroll	脱出の巻物	escape	0
637.ID	-	スケルトンキー	skeleton key	0
636.ID	-	ロックピック	lockpick	0
635.ID	-	地雷	mine	0
634.ID	-	紐	leash	0
633.ID	-	ギャルのパンティー	panty	0
632.ID	-	羽の生えた巻物	flying scroll	0
631.ID	-	ムーンゲート	moon gate	0
630.ID	-	素材槌	material kit	0
629.ID	-	変装セット	disguise set	0
628.ID	spellbook	インコグニートの魔法書	incognito	0
627.ID	-	《賢者の兜》	<Sage's Helm>	0
626.ID	bottle	ヘルメスの血	hermes blood	0
625.ID	-	鳥居	shrine gate	0
624.ID	-	お嬢様の日記	girl's diary	0
623.ID	-	妹の秘密の日記	cat sister's diary	0
622.ID	-	小さなメダル	small medal	0
621.ID	-	宝の地図	treasure map	0
620.ID	-	媚薬	love potion	0
619.ID	-			0
618.ID	-			0
617.ID	-		bait	0
616.ID	-	徴税士の納税箱	tax master's tax box	0
615.ID	-	請求書	bill	0
614.ID	-	フラワーアーチ	flower arch	0
613.ID	-	王様ベッド	king's bed	0
612.ID	-	アットホームな窓	nice window	0
611.ID	-	ハウスボード	house board	0
610.ID	-	三角木	triangle plant	0
609.ID	-	窓	window	0
608.ID	-	格子窓	square window	0
607.ID	-	巨大サボテン	giant cactus	0
606.ID	-	バーベキューセット	barbecue set	0
605.ID	-	パキラ	money tree	0
604.ID	-	目に優しい植物	green plant	0
603.ID	-	ボスチェア	president's chair	0
602.ID	-	聖なる井戸	holy well	0
601.ID	-	空き瓶	empty bottle	0
600.ID	-	巨人の足枷	giant's shackle	0
599.ID	-	クリスマスツリー	christmas tree	0
598.ID	-	スノーマン(荷車)	snow man	0
597.ID	-	直送クリスマスツリー(荷車)	christmas tree	0
596.ID	-	ステンドグラス	stained glass window	0
595.ID	-	扇形の柱	pillar	0
594.ID	statue	聖なる十字架	holy cross	0
593.ID	-	雪をかぶったモダンな街灯	modern lamp	0
592.ID	-	雪をかぶったタル	snow barrel	0
591.ID	-	ミニ雪だるま	mini snow man	0
590.ID	-	雪かかし	snow scarecrow	0
589.ID	-	モミの木	fir tree	0
588.ID	-	葉の散った木	naked tree	0
587.ID	handful	雪	snow	0
586.ID	-	モダンな街灯	modern lamp	0
585.ID	-	奇抜なランプ	fancy lamp	0
584.ID	-	キャンドル	candle	0
583.ID	-	松明	torch	0
582.ID	spellbook	扉生成の魔法書	make door	0
581.ID	rod	扉生成の杖	make door	0
580.ID	-	普通の棚	modern rack	0
579.ID	-	冷蔵庫	freezer	0
578.ID	-	貯金箱	kitty bank	0
577.ID	-	火炎瓶	molotov	0
576.ID	-	ムービーディスク	playback disc	0
575.ID	-	フン	shit	0
574.ID	bottle	乳	milk	0
573.ID	-	卵	egg	0
572.ID	deed	牧場の権利書	ranch	0
571.ID	-	干し肉	jerky	0
570.ID	rod	炎の壁の杖	fire wall	0
569.ID	spellbook	炎の壁の魔法書	fire wall	0
568.ID	-	耐冷ブランケット	coldproof blanket	0
567.ID	-	耐火ブランケット	fireproof blanket	0
566.ID	-	耐酸性コーティング液	acidproof liquid	0
565.ID	rod	酸の滴る杖	acid ground	0
564.ID	spellbook	酸の海の魔法書	acid ground	0
563.ID	-	学習書	textbook	0
562.ID	-	レジスター	register	0
561.ID	-	店の金庫	shop strongbox	0
560.ID	-	主の納入箱	master's delivery chest	0
559.ID	potion	エーテル抗体のポーション	cure corruption	0
558.ID	-	オーロラリング	aurora ring	0
557.ID	-	ヴィンデールクローク	vindale cloak	0
556.ID	-	セブンリーグブーツ	seven league boots	0
555.ID	-	シェルター	shelter	0
554.ID	-	魔法の木の種	magical seed	0
553.ID	-	宝石の種	gem seed	0
552.ID	-	羽	feather	0
551.ID	rod	癒しの手の杖	healing hands	0
550.ID	spellbook	癒しの手の魔法書	healing hands	0
549.ID	scroll	治癒の雨の巻物	healing rain	0
548.ID	spellbook	治癒の雨の魔法書	healing rain	0
547.ID	-	給料箱	salary chest	0
546.ID	spellbook	壁生成の魔法書	wall creation	0
545.ID	rod	壁生成の杖	wall creation	0
544.ID	-	ディスク	disc	0
543.ID	deed	倉庫の権利書	storage house	0
542.ID	deed	畑の権利書	farm	0
541.ID	-	雪だるま	snow man	0
540.ID	-	黒水晶	black crystal	0
539.ID	statue	猫の像	cat	0
538.ID	painting	絵画《ひまわり》	sunflower	0
537.ID	painting	絵画《風景》	landscape	0
536.ID	painting	絵画《マダム》	madam	0
535.ID	-	巨大なテーブル	big table	0
534.ID	-	巨大な観葉植物	giant foliage plant	0
533.ID	-	かまど	stove	0
532.ID	-	暖炉	fireplace	0
531.ID	-	溶鉱炉	furnance	0
530.ID	-	トネリコの木	ash tree	0
529.ID	-	ヤシの木	palm tree	0
528.ID	-	ケヤキの木	zelkova tree	0
527.ID	-	枯れ木	dead tree	0
526.ID	-	果実の木	fruit tree	0
525.ID	-	果実のない木	fruitless tree	0
524.ID	-	スギの木	cedar tree	0
523.ID	-	ブナの木	beech tree	0
522.ID	deed	店の権利書	shop	0
521.ID	deed	博物館の権利書	museum	0
520.ID	-	翼	wing	0
519.ID	bottle	染料	dye	0
518.ID	rod	錬金術の杖	alchemy	0
517.ID	rod	変化の杖	change creature	0
516.ID	bottle	水	water	0
515.ID	scroll	充填の巻物	recharge	0
514.ID	-	《レールガン》	<Rail Gun>	0
513.ID	-	光子弾	energy cell	0
512.ID	-	光子銃	laser gun	0
511.ID	deed	遺産相続の権利書	heirship	0
510.ID	-	形見のカバン	heir trunk	0
509.ID	scroll	*防具強化*の巻物	greater enchant armor	0
508.ID	scroll	防具強化の巻物	enchant armor	0
507.ID	scroll	*武器強化*の巻物	greater enchant weapon	0
506.ID	scroll	武器強化の巻物	enchant weapon	0
505.ID	-	妹の日記	little sister's diary	0
504.ID	-	カード	card	0
503.ID	-	はく製	figurine	0
502.ID	scroll	*素材変化*の巻物	superior material	0
501.ID	scroll	素材変化の巻物	change material	0
500.ID	scroll	劣悪素材の巻物	inferior material	0
499.ID	-	サイバースナック	cyber snack	0
498.ID	-	フライドポテト	fried potato	0
497.ID	-	ポップコーン	pop corn	0
496.ID	-	散弾銃	shot gun	0
495.ID	-	ブランクディスク	blank disc	0
494.ID	-	チップ	chip	0
493.ID	-	トラッシュカン	trash can	0
492.ID	-	ストレージ	storage	0
491.ID	-	サーバー	server	0
490.ID	-	レンジ	microwave oven	0
489.ID	-	カメラ	camera	0
488.ID	-	トレーニングマシーン	training machine	0
487.ID	-	コンピューター	computer	0
486.ID	-	電子機械	machine	0
485.ID	rod	蜘蛛の巣の杖	web	0
484.ID	spellbook	蜘蛛の巣の魔法書	web	0
483.ID	-	クロスボウの矢束	bolt	0
482.ID	-	機械弓	crossbow	0
481.ID	spellbook	支配の魔法書	domination	0
480.ID	rod	支配の杖	domination	0
479.ID	scroll	援軍の巻物	ally	0
478.ID	-	聴診器	stethoscope	0
477.ID	-	結婚指輪	engagement ring	0
476.ID	-	指輪	ring	0
475.ID	-	指当て	armored ring	0
474.ID	-	合金指輪	composite ring	0
473.ID	-	結婚首輪	engagement amulet	0
472.ID	-	細工首輪	bejeweled amulet	0
471.ID	-	お守り	charm	0
470.ID	-	首当て	neck guard	0
469.ID	-	護符	talisman	0
468.ID	-	ペリドット	peridot	0
467.ID	-	合金兜	composite helm	0
466.ID	-	兜	helm	0
465.ID	-	騎士兜	knight helm	0
464.ID	-	重兜	heavy helm	0
463.ID	-	羽帽子	feather hat	0
462.ID	-	外套	cloak	0
461.ID	-	防護外套	armored cloak	0
460.ID	-	重層腰当	plate girdle	0
459.ID	-	合成腰当	composite girdle	0
458.ID	-	装甲靴	armored boots	0
457.ID	-	厚靴	tight boots	0
456.ID	-	靴	boots	0
455.ID	-	履物	shoes	0
454.ID	-	重層盾	tower shield	0
453.ID	-	長盾	kite shield	0
452.ID	-	合成盾	large shield	0
451.ID	-	盾	shield	0
450.ID	-	丸型盾	round shield	0
449.ID	-	小盾	small shield	0
448.ID	-	合成篭手	composite gauntlets	0
447.ID	-	軽手袋	light gloves	0
446.ID	-	重層篭手	plate gauntlets	0
445.ID	-	手袋	gloves	0
444.ID	-	防弾服	bulletproof jacket	0
443.ID	-	胴衣	breast plate	0
442.ID	-	防護服	coat	0
441.ID	-	軽鎧	light mail	0
440.ID	-	法王衣	pope robe	0
439.ID	-	綴り鎧	chain mail	0
438.ID	-	合成鎧	composite mail	0
437.ID	-	輪鎧	ring mail	0
436.ID	-	重層鎧	plate mail	0
435.ID	-	厚鎧	banded mail	0
434.ID	spellbook	自己変容の魔法書	mutation	0
433.ID	potion	変異治療のポーション	cure mutation	0
432.ID	potion	突然変異のポーション	mutation	0
431.ID	scroll	信仰の巻物	faith	0
430.ID	scroll	成長の巻物	growth	0
429.ID	potion	失耐性のポーション	weaken resistance	0
428.ID	-	寝袋	sleeping bag	0
427.ID	-	ストマフィリア	stomafillia	0
426.ID	-	アルローニア	alraunia	0
425.ID	-	キュラリア	curaria	0
424.ID	-	スペンスウィード	spenseweed	0
423.ID	-	マレイロン	mareilon	0
422.ID	-	モージア	morgia	0
421.ID	-	アーティファクトの種	artifact seed	0
420.ID	-	謎の種	unknown seed	0
419.ID	-	ハーブの種	herb seed	0
418.ID	-	果物の種	fruit seed	0
417.ID	-	野菜の種	vegetable seed	0
416.ID	-	ガシャポンの玉(レア)	rare treasure ball	0
415.ID	-	ガシャポンの玉	treasure ball	0
414.ID	-	青のガシャポン	blue treasure machine	0
413.ID	-	赤のガシャポン	red treasure machine	0
412.ID	rod	解呪の杖	uncurse	0
411.ID	scroll	物質感知の巻物	detect objects	0
410.ID	spellbook	物質感知の魔法書	detect objects	0
409.ID	-	浮き輪(荷車)	inner tube	0
408.ID	-	貴族の玩具(荷車)	noble toy	0
407.ID	-	銘酒セット(荷車)	whisky	0
406.ID	-	ツナ(荷車)	tuna fish	0
405.ID	-	墓(荷車)	grave	0
404.ID	-	マンボー(荷車)	manboo	0
403.ID	-	棺桶(荷車)	coffin	0
402.ID	-	ロープ(荷車)	rope	0
401.ID	-	装飾ピアノ(荷車)	piano	0
400.ID	-	匠のタル(荷車)	barrel	0
399.ID	-	特産ぬいぐるみ(荷車)	rag doll	0
398.ID	scroll	知恵の巻物	knowledge	0
397.ID	spellbook	知者の加護の魔法書	knowledge	0
396.ID	spellbook	ナイトメアの魔法書	nightmare	0
395.ID	scroll	マテリアル生成の巻物	gain material	0
394.ID	-	素材箱	material box	0
393.ID	-	宝石加工ツール	gem cutter	0
392.ID	bottle	硫酸	sulfuric	0
391.ID	rod	魔力の杖	mana	0
390.ID	scroll	魔力の巻物	mana	0
389.ID	scroll	全浄化の巻物	holy rain	0
388.ID	scroll	清浄なる光の巻物	holy light	0
387.ID	spellbook	全浄化の魔法書	holy rain	0
386.ID	spellbook	清浄なる光の魔法書	holy light	0
385.ID	rod	浄化の杖	holy light	0
384.ID	scroll	ホーリーヴェイルの巻物	holy veil	0
383.ID	spellbook	ホーリーヴェイルの魔法書	holy veil	0
382.ID	potion	脆弱のポーション	weakness	0
381.ID	spellbook	元素の傷跡の魔法書	elemental scar	0
380.ID	spellbook	脆弱の霧の魔法書	weakness	0
379.ID	potion	英雄気分のポーション	hero	0
378.ID	spellbook	英雄の魔法書	hero	0
377.ID	rod	加速の杖	speed	0
376.ID	potion	鈍足のポーション	slow	0
375.ID	potion	加速のポーション	speed	0
374.ID	spellbook	鈍足の魔法書	slow	0
373.ID	spellbook	加速の魔法書	speed	0
372.ID	potion	属性耐性のポーション	resistance	0
371.ID	spellbook	属性保護の魔法書	resistance	0
370.ID	potion	トロールの血	troll blood	0
369.ID	spellbook	リジェネレーションの魔法書	regeneration	0
368.ID	potion	沈黙のポーション	silence	0
367.ID	spellbook	沈黙の霧の魔法書	silence	0
366.ID	rod	沈黙の杖	silence	0
365.ID	spellbook	聖なる盾の魔法書	holy shield	0
364.ID	potion	防衛者のポーション	defender	0
363.ID	scroll	*解呪*の巻物	vanish curse	0
362.ID	scroll	*鑑定*の巻物	greater identify	0
361.ID	-	商人のカバン	shopkeeper's trunk	0
360.ID	-	《パルミア・プライド》	<Palmia Pride>	0
359.ID	-	《ランキス》	<Rankis>	0
358.ID	-	《狂気の杖》	<Staff of Insanity>	0
357.ID	-	《鋼鉄竜の指輪》	<Ring of Steel Dragon>	0
356.ID	-	《ブラッドムーン》	<Blood Moon>	0
355.ID	-	《火炎竜ヴェスダの篭手》	<Gloves of Vesda>	0
354.ID	-	サンドボーラー	sandborer	0
353.ID	-	カトラスフィッシュ	cutlassfish	0
352.ID	-	ツナ	tuna	0
351.ID	-	グローブフィッシュ	globefish	0
350.ID	-	サーモン	salmon	0
349.ID	-	シーブリーム	seabream	0
348.ID	-	マンボー	manboo	0
347.ID	-	フラットフィッシュ	flatfish	0
346.ID	-	サーディン	sardine	0
345.ID	-	ムーンフィッシュ	moonfish	0
344.ID	-	権利書	deed	0
343.ID	-	懐かしいルーン	rune	0
342.ID	-	釣竿	fishing pole	0
341.ID	-	骨片	bone	0
340.ID	-	心臓	heart	0
339.ID	-	瞳	eye	0
338.ID	-	体液	blood	0
337.ID	-	皮	skin	0
336.ID	-	金の像	golden statue	0
335.ID	-	金の飾台	golden pedestal	0
334.ID	-	王座	throne	0
333.ID	-	旅糧(荷車)	traveler's food	0
332.ID	-	テーブル	table	0
331.ID	-	ドレス	dress	0
330.ID	-	切り株	stump	0
329.ID	statue	十字架	cross	0
328.ID	-	アップライトピアノ	upright piano	0
327.ID	-	長椅子	wide chair	0
326.ID	-	シンプルな棚	simple rack	0
325.ID	-	ふかふかのベッド	comfortable bed	0
324.ID	-	神聖な祭壇	sacred altar	0
323.ID	-	大きい食器棚	big cupboard	0
322.ID	-	シンプルな鏡台	simple dresser	0
321.ID	-	小奇麗な棚	neat rack	0
320.ID	-	でこぼこした机	cheap table	0
319.ID	-	簡易ベッド	cheap bed	0
318.ID	-	古い本棚	old bookshelf	0
317.ID	-	古い棚	old shelf	0
316.ID	-	特大の観葉植物	big foliage plant	0
315.ID	-	ダーツ	darts board	0
314.ID	-	スロットマシーン	slot machine	0
313.ID	-	カジノテーブル	casino table	0
312.ID	-	パチスロマシーン	pachisuro machine	0
311.ID	-	風呂	bathtub	0
310.ID	-	清潔なベッド	clean bed	0
309.ID	-	鏡台	dresser	0
308.ID	-	簡易棚	cheap rack	0
307.ID	-	落ち着くベッド	soft bed	0
306.ID	-	フードプロセッサー	food processor	0
305.ID	-	棺桶	coffin	0
304.ID	-	粗末なベッド	plain bed	0
303.ID	-	巨大なベッド	giant bed	0
302.ID	chest	衣類箪笥	clothes	0
301.ID	-	大きな花束	large bouquet	0
300.ID	-	高収納バーテーブル	neat bar table	0
299.ID	-	高級ミラー	high grade dresser	0
298.ID	-	高価な花瓶	vase	0
297.ID	-	高級ベッド	luxury bed	0
296.ID	-	お酒のキャビネット	cabinet	0
295.ID	-	ぼろい机	ragged table	0
294.ID	-	タオル	towel	0
293.ID	rack	装飾品の棚	accessories	0
292.ID	rack	日用品の棚	goods	0
291.ID	-	整備された武具	well kept armor	0
290.ID	rod	願いの杖	wishing	0
289.ID	spellbook	願いの魔法書	wishing	0
288.ID	scroll	呪縛の巻物	curse	0
287.ID	potion	潜在能力のポーション	potential	0
286.ID	potion	精神復活のポーション	restore spirit	0
285.ID	potion	肉体復活のポーション	restore body	0
284.ID	-	財布(落し物)	wallet	0
283.ID	-	カバン(落し物)	suitcase	0
282.ID	-	意味深な地図	mysterious map	0
281.ID	-	浮き輪	inner tube	0
280.ID	-	落ち着くテーブル	comfortable table	0
279.ID	-	水桶	water tub	0
278.ID	-	街灯	street lamp	0
277.ID	-	折れた柱	broken pillar	0
276.ID	-	長い柱	long pillar	0
275.ID	-	ほうき	broom	0
274.ID	-	かかし	scarecrow	0
273.ID	-	薪	fire wood	0
272.ID	spellbook	混沌の渦の魔法書	chaos ball	0
271.ID	spellbook	轟音の波動の魔法書	sound ball	0
270.ID	spellbook	灼熱の嵐の魔法書	fire ball	0
269.ID	spellbook	氷結の波動の魔法書	ice ball	0
268.ID	spellbook	マインドボルトの魔法書	illusion beam	0
267.ID	spellbook	ダークネスボルトの魔法書	darkness beam	0
266.ID	-	忍刀	wakizashi	0
265.ID	spellbook	麻痺の矢の魔法書	nerve eye	0
264.ID	spellbook	混沌の瞳の魔法書	chaos eye	0
263.ID	spellbook	地獄の吐息の魔法書	nether eye	0
262.ID	-	毒薬	poison	0
261.ID	-	はじけ魚	bomb fish	0
260.ID	sack	小麦粉	flour	0
259.ID	-	生麺	raw noodle	0
258.ID	-	スティックパン	stick bread	0
257.ID	spellbook	魔法の矢の魔法書	magic arrow	0
256.ID	-	携帯調理道具	portable cooking tool	0
255.ID	-	焚き火	campfire	0
254.ID	-	ホーン	horn	0
253.ID	bottle	ビア	beer	0
252.ID	spellbook	ジュアの癒しの魔法書	cure <Jure>	0
251.ID	spellbook	エリスの癒しの魔法書	cure <Eris>	0
250.ID	spellbook	致命傷治癒の魔法書	cure critical wound	0
249.ID	spellbook	軽傷治癒の魔法書	cure minor wound	0
248.ID	spellbook	帰還の魔法書	return	0
247.ID	spellbook	神託の魔法書	oracle	0
246.ID	spellbook	魔法の地図の魔法書	magic mapping	0
245.ID	scroll	ショートテレポートの巻物	minor teleportation	0
244.ID	scroll	不思議な巻物	wonder	0
243.ID	scroll	能力獲得の巻物	gain attribute	0
242.ID	scroll	魔法の地図	magical map	0
241.ID	-	金庫	safe	0
240.ID	-	宝箱	chest	0
239.ID	-	宝石で飾られた宝箱	bejeweled chest	0
238.ID	figurine	フィギア『伝説の剣』	sword	0
237.ID	figurine	フィギア『狂戦士』	warrior	0
236.ID	scroll	帰還の巻物	return	0
235.ID	-	鉾槍	halberd	0
234.ID	-	大斧	bardish	0
233.ID	-	兵糧	ration	0
232.ID	-	大剣	claymore	0
231.ID	-	機関銃	machine gun	0
230.ID	-	短弓	short bow	0
229.ID	-	長棒	long staff	0
228.ID	-	三叉槍	trident	0
227.ID	-	大槌	hammer	0
226.ID	-	戦斧	battle axe	0
225.ID	-	海賊刀	scimitar	0
224.ID	-	刀	katana	0
223.ID	-	鍋	pot	0
222.ID	-	動物の骨	animal bone	0
221.ID	-	藁	straw	0
220.ID	-	魚の死骸	dead fish	0
219.ID	-	頑丈なロープ	tight rope	0
218.ID	-	鉢	bowl	0
217.ID	-	空っぽの鉢	empty bowl	0
216.ID	-	バスケット	basket	0
215.ID	lot	たくさんの空のビン	empty bottles	0
214.ID	-	鉱石の欠片	ore piece	0
213.ID	-	長槍	spear	0
212.ID	-	杖	staff	0
211.ID	-	鎌	sickle	0
210.ID	-	小石	stone	0
209.ID	scroll	解呪の巻物	uncurse	0
208.ID	-	途方も価値のない錆びた偽物の金塊	worthless fake gold bar	0
207.ID	-	《異形の森の弓》	<Bow of Vindale>	0
206.ID	-	《エーテルダガー》	<Ether Dagger>	0
205.ID	bottle	ウィスキー	whisky	0
204.ID	-	死体	corpse	0
203.ID	rod	癒しの杖	cure	0
202.ID	rod	千里眼の杖	magic mapping	0
201.ID	-	レッチョ	leccho	0
200.ID	-	ウリ	melon	0
199.ID	-	カボチャ	squash	0
198.ID	-	グリーンピース	green pea	0
197.ID	-	レモン	lemon	0
196.ID	-	夏ミカン	tangerine	0
195.ID	-	クッチェ	qucche	0
194.ID	-	万色フルーツ	rainbow fruit	0
193.ID	-	薬草	healthy leaf	0
192.ID	-	苺	strawberry	0
191.ID	-	アピの実	api nut	0
190.ID	-	イーモ	imo	0
189.ID	-	食器の山	dish	0
188.ID	-	レタス	lettuce	0
187.ID	-	さつまいも	sweet potato	0
186.ID	-	大根	radish	0
185.ID	-	キャロット	carrot	0
184.ID	-	グアバ	guava	0
183.ID	-	さくらんぼ	cherry	0
182.ID	-	キウイ	kiwi	0
181.ID	-	ブドウ	grape	0
180.ID	-	リンゴ	apple	0
179.ID	-	山菜	edible wild plant	0
178.ID	-	アロエ	aloe	0
177.ID	-	クワパナ	quwapana	0
176.ID	rod	鈍足の杖	slow	0
175.ID	rod	稲妻の軌跡の杖	lightning bolt	0
174.ID	-	二段ベッド	bunk bed	0
173.ID	-	噴水	fountain	0
172.ID	-	儀式用の祭壇	ceremony altar	0
171.ID	-	祭壇	altar	0
170.ID	-	古めかしい墓	old grave	0
169.ID	-	古墳	ancient tomb	0
168.ID	-	荘厳な墓	solemn tomb	0
167.ID	-	新品の墓	brand new grave	0
166.ID	grave	花で飾られた墓	ornamented with flowers	0
165.ID	-	崩れた墓	crumbled grave	0
164.ID	-	風化した墓	collapsed grave	0
163.ID	-	絹の生地	silk cloth	0
162.ID	-	散らばった衣類	messy cloth	0
161.ID	-	工具	carpenter's tool	0
160.ID	-	裁縫セット	sewing kit	0
159.ID	-	単なる棚	simple shelf	0
158.ID	-	絢爛な燭台	gorgeous candlestick	0
157.ID	-	上品なテーブル	elegant table	0
156.ID	-	狭い食卓	narrow dining table	0
155.ID	-	コンロ付き調理台	kitchen oven	0
154.ID	-	流し台	sink	0
153.ID	-	調理台	kitchen	0
152.ID	lot	飲みきれないほどの酒	alcohols	0
151.ID	-	名工本棚	craft book shelf	0
150.ID	-	名工箪笥	craft rack	0
149.ID	lot	本の山	books	0
148.ID	-	散らかった本	disorderly books	0
147.ID	-	鎧の像	armor statue	0
146.ID	-	飾られた鎧	decorated armor	0
145.ID	-	飾られた服	decorated clothing	0
144.ID	bundle	武器の束	weapons	0
143.ID	bundle	たくさんの弓	bows	0
142.ID	-	調理機	food maker	0
141.ID	-	地図	map	0
140.ID	-	絵描き道具	painting tools	0
139.ID	-	花で飾られた柱	flower adorned pillar	0
138.ID	-	植物で飾られた柱	plant adorned pillar	0
137.ID	-	カーネーションの花	carnation	0
136.ID	-	猫じゃらし	foxtail grass	0
135.ID	-	アネモネの花	anemone	0
134.ID	-	ネリネの花	nerine	0
133.ID	-	ガザニアの花	gazania	0
132.ID	-	サルビアの花	sage	0
131.ID	-	大きい観葉植物	large decorative plant	0
130.ID	-	木香薔薇	banks' rose	0
129.ID	-	小さい観葉植物	small decorative plant	0
128.ID	-	魔法陣	magic circle	0
127.ID	-	錬金術の道具	alchemy tools	0
126.ID	-	ビーカー	beaker	0
125.ID	rod	生命の杖	life	0
124.ID	-	パンの陳列棚	bread display	0
123.ID	rod	炎の衝撃の杖	fire bolt	0
122.ID	rod	氷の視線の杖	ice bolt	0
121.ID	rod	サモンモンスターの杖	summon monsters	0
120.ID	rod	マジックミサイルの杖	magic missile	0
119.ID	rod	軽傷治療の杖	cure minor wound	0
118.ID	spellbook	モンスター召喚の魔法書	summon monsters	0
117.ID	-	空のバスケット	empty basket	0
116.ID	spellbook	ショートテレポートの魔法書	minor teleportation	0
115.ID	-	掲示板	notice board	0
114.ID	-	道標	signpost	0
113.ID	-	標識	sign	0
112.ID	-	オーブン	oven	0
111.ID	-	溶解炉	smelter	0
110.ID	variety	いろんな洋服	clothes	0
109.ID	-	井戸	well	0
108.ID	variety	いろんな雑貨	goods	0
107.ID	variety	いろんな道具	tools	0
106.ID	-	収納棚	storage rack	0
105.ID	-	本たてつきの棚	tidy bookshelf	0
104.ID	-	物置	shed	0
103.ID	-	食器棚	cupboard	0
102.ID	-	安物の椅子	cheap chair	0
101.ID	-	四角い椅子	square chair	0
100.ID	-	ポーションの棚	potion rack	0
99.ID	-	勉強机	writing desk	0
98.ID	-	開いているつぼ	open vase	0
97.ID	-	密封されたつぼ	sealed vase	0
96.ID	-	金床	anvil	0
95.ID	-	飾り物の鎧	ornamental armor	0
94.ID	-	ランタン	lantern	0
93.ID	-	つるはし	pickaxe	0
92.ID	-	お洒落な椅子	stylish chair	0
91.ID	-	タル	barrel	0
90.ID	-	バーテーブルβ	bar table beta	0
89.ID	-	バーテーブルα	bar table alpha	0
88.ID	-	グランドピアノ	grand piano	0
87.ID	-	色とりどりの装飾品	various accessories	0
86.ID	-	たくさんの雑貨	goods	0
85.ID	-	様々な鎧	armor	0
84.ID	-	ダイニングテーブル	dining table	0
83.ID	-	モダンテーブル	modern table	0
82.ID	-	玩具	toy	0
81.ID	-	ぬいぐるみ	plush doll	0
80.ID	-	安物ベッド	cheap bed	0
79.ID	-	高級箪笥	luxury drawer	0
78.ID	-	普通の本棚	bookshelf	0
77.ID	-	丸椅子	round chair	0
76.ID	potion	聖なる癒し手ジュアのポーション	sacred healer <Jure>	0
75.ID	potion	白き癒し手エリスのポーション	white healer <Eris>	0
74.ID	potion	癒し手オディナのポーション	healer <Odina>	0
73.ID	-	《ラグナロク》	<Ragnarok>	0
72.ID	potion	癒し手のポーション	healer	0
71.ID	potion	体力回復のポーション	vitality	0
70.ID	potion	致命傷治癒のポーション	cure critical wound	0
69.ID	potion	重傷治癒のポーション	cure major wound	0
68.ID	potion	軽傷治癒のポーション	cure minor wound	0
67.ID	-	装飾首輪	decorative amulet	0
66.ID	-	腰当	girdle	0
65.ID	-	軽外套	light cloak	0
64.ID	-	《モーンブレイド》	<Mournblade>	0
63.ID	-	《虚無の大鎌》	<Scythe of the Void>	0
62.ID	-	弾丸	bullet	0
61.ID	-	矢束	arrow	0
60.ID	-	拳銃	pistol	0
59.ID	-	騎士盾	knight shield	0
58.ID	-	長弓	long bow	0
57.ID	-	《斬鉄剣》	<Zantetsuken>	0
56.ID	-	《ディアボロス》	<Diablos>	0
55.ID	-	プラチナ硬貨	platinum coin	0
54.ID	-	金貨	gold piece	0
53.ID	-	石碑	tombstone	0
52.ID	-	骸	skeleton	0
51.ID	-	骨	bone fragment	0
50.ID	-	折れた刃	broken sword	0
49.ID	-	旗	flag	0
48.ID	-	かがり台	brazier stand	0
47.ID	-	洗物	washings	0
46.ID	-	割れたつぼ	broken vase	0
45.ID	-	クズ	garbage	0
44.ID	-	クズ石	junk stone	0
43.ID	-	木片	wood chip	0
42.ID	-	ダイヤモンドの原石	raw diamond ore	0
41.ID	-	エメラルドの原石	raw emerald ore	0
40.ID	-	ミカ	mica ore	0
39.ID	-	ルビナスの原石	raw rubynus ore	0
38.ID	-	金塊	gold bar	0
37.ID	-	太陽の結晶	sun crystal	0
36.ID	-	魔力の結晶	mana crystal	0
35.ID	-	大地の結晶	earth crystal	0
34.ID	spellbook	ライトニングボルトの魔法書	lightning bolt	0
